feature,fraud_rate_at_0,fraud_rate_at_1,difference,variance,info
age_of_driver__gender__witness_present_ind__vehicle_color__claim_date.day_present,0.14125406043901959,0.18020660630021682,0.03895254586119723,0.2458677303060046,0.03830869616213246
age_of_driver__address_change_ind__witness_present_ind__liab_prct__vehicle_category_present,0.1417337936325278,0.1809297411516112,0.039195947519083396,0.24371976220901165,0.03821130803563162
marital_status__safty_rating__channel__claim_date.month__claim_date.dayofweek_present,0.18076568872516774,0.14174439849985576,-0.03902129022531198,0.24397281021785167,0.038080535338383
age_of_driver__address_change_ind__witness_present_ind__claim_date.month__state_present,0.11168618904930537,0.17014446227929375,0.05845827322998838,0.16236012803180427,0.037965170904556436
age_of_driver__living_status__witness_present_ind__vehicle_color__claim_date.month_present,0.12357954545454546,0.17128212974296206,0.0477025842884166,0.19883455253686938,0.037939688007358446
age_of_driver__living_status__witness_present_ind__claim_date.day__state_present,0.13718233407352579,0.17545987467151808,0.03827754059799229,0.2475469748319351,0.03790195751615829
age_of_driver__address_change_ind__witness_present_ind__claim_date.day__state_present,0.13783201722900215,0.17589711678075087,0.03806509955174872,0.2487417078726596,0.037873511491379144
age_of_driver__gender__witness_present_ind__vehicle_color__claim_date.month_present,0.12507305669199298,0.17144633558716096,0.046373278895167985,0.20385796433135175,0.03781424893975593
age_of_driver__gender__witness_present_ind__claim_date.day__state_present,0.13809016684416045,0.17603937585087442,0.037949209006713974,0.2490835879771099,0.037810100561142285
marital_status__safty_rating__vehicle_color__claim_date.day_present,0.18097913322632425,0.1420562523755226,-0.038922880850801644,0.2428450469470526,0.03780891531010984
age_of_driver__witness_present_ind__policy_report_filed_ind__claim_date.month__state_present,0.11168902272105119,0.1700703979926117,0.05838137527156051,0.16176698396824515,0.03777671599039453
age_of_driver__witness_present_ind__claim_date.day__state_present,0.12343653885585401,0.1711498895069725,0.04771335065111848,0.19754452716508944,0.03770204517534925
age_of_driver__witness_present_ind__age_group__claim_date.day__state_present,0.12343653885585401,0.1711498895069725,0.04771335065111848,0.19754452716508944,0.03770204517534925
marital_status__safty_rating__high_education_ind__channel__claim_date.day_present,0.18741355463347165,0.1444007858546169,-0.04301276877885474,0.21809033835213068,0.03752267718576957
age_of_driver__safty_rating__address_change_ind__witness_present_ind__claim_date.year_present,0.1324472960586618,0.17295268028636285,0.04050538422770106,0.2314260792266237,0.037496009037539114
age_of_driver__address_change_ind__witness_present_ind__vehicle_color__claim_date.month_present,0.12490118577075099,0.1712519319938176,0.04635074622306662,0.2020988820366563,0.03746973597298613
age_of_driver__witness_present_ind__vehicle_color__claim_date.year__claim_date.month_present,0.12567567567567567,0.17137285491419657,0.0456971792385209,0.20497311579038338,0.03746677284540499
age_of_driver__address_change_ind__witness_present_ind__claim_date.day__claim_date.dayofweek_present,0.1413796565920273,0.17908220370600672,0.03770254711397941,0.24717521035119241,0.03727654005469441
age_of_driver__witness_present_ind__age_group__claim_date.month__claim_date.day_present,0.13985324717993647,0.17713383696019844,0.03728058978026197,0.24996092066843215,0.037274762178145696
age_of_driver__witness_present_ind__claim_date.month__claim_date.day_present,0.13985324717993647,0.17713383696019844,0.03728058978026197,0.24996092066843215,0.037274762178145696
gender__safty_rating__high_education_ind__vehicle_color__claim_date.month_present,0.18576360348512247,0.1441637996139968,-0.04159980387112566,0.2237504274928854,0.037231895599138226
age_of_driver__accident_site__witness_present_ind__vehicle_color__claim_date.month_present,0.1333926189417519,0.17310939305074202,0.03971677410899013,0.23434632479582193,0.03722992018075077
age_of_driver__address_change_ind__witness_present_ind__vehicle_color__claim_date.dayofweek_present,0.10201342281879194,0.16937416777629827,0.06736074495750632,0.13815458883518222,0.03722478409294344
marital_status__safty_rating__high_education_ind__liab_prct__policy_report_filed_ind_present,0.17648346835997372,0.13940897811865555,-0.037074490241318175,0.24995846682840395,0.03706833095665806
marital_status__safty_rating__high_education_ind__channel__claim_date.month_present,0.22247972190034762,0.1474271624164558,-0.07505255948389183,0.123152147341519,0.036971535455673464
age_of_driver__address_change_ind__witness_present_ind__liab_prct_present,0.12764781727758334,0.17142629862381673,0.04377848134623338,0.21065355174052883,0.0368883703415622
age_of_driver__address_change_ind__witness_present_ind__liab_prct__age_group_present,0.12764781727758334,0.17142629862381673,0.04377848134623338,0.21065355174052883,0.0368883703415622
age_of_driver__address_change_ind__vehicle_category__claim_date.month__state_present,0.1302065695902472,0.17190342318505045,0.04169685359480324,0.22046645801309947,0.036771030489348176
marital_status__safty_rating__living_status__claim_date.month__state_present,0.19416630387461906,0.14590481873787856,-0.0482614851367405,0.19009440030618982,0.03669695229981912
age_of_driver__witness_present_ind__claim_date.year__claim_date.day__state_present,0.1386079714455681,0.1754038561750912,0.03679588472952308,0.24892115920020247,0.03663709712267966
safty_rating__high_education_ind__accident_site__vehicle_color__claim_date.dayofweek_present,0.18877740616871053,0.14518941195118085,-0.04358799421752968,0.20961064503583532,0.036546030335018624
safty_rating__high_education_ind__claim_date.year__claim_date.month__state_present,0.1940624317834534,0.14598703331097698,-0.04807539847247641,0.1897402911272849,0.03648736040891161
safty_rating__high_education_ind__living_status__liab_prct_present,0.18341013824884791,0.14395126196692776,-0.03945887628192016,0.2308767153730763,0.036440542993129245
age_of_driver__address_change_ind__accident_site__witness_present_ind__claim_date.day_present,0.127155580822437,0.17110744321307866,0.043951862390641666,0.2072314850825046,0.03643283886141822
marital_status__safty_rating__high_education_ind__liab_prct__channel_present,0.17392139905832613,0.1367048597392335,-0.037216539319092634,0.2439035224179122,0.03630898012852568
age_of_driver__gender__witness_present_ind__claim_date.month__state_present,0.11510031678986272,0.16971573318322544,0.05461541639336272,0.1661668117364545,0.0363010784549759
marital_status__safty_rating__high_education_ind__policy_report_filed_ind__claim_date.day_present,0.1950778956875141,0.14619409033969494,-0.048883805347819165,0.18552252594279928,0.036276188183294124
age_of_driver__witness_present_ind__vehicle_category__vehicle_color__state_present,0.1082490033731984,0.16927878417803108,0.06102978080483268,0.1483535474193011,0.03621593792247719
marital_status__high_education_ind__liab_prct__claim_date.month__claim_date.dayofweek_present,0.17837704106877783,0.1417910447761194,-0.036585996292658435,0.24742406676914147,0.03620902395812113
marital_status__safty_rating__high_education_ind__liab_prct__zipcode_type_present,0.17603160667251974,0.13996399639963997,-0.036067610272879774,0.2499751714601428,0.03606402824848292
age_of_driver__witness_present_ind__channel__claim_date.month__claim_date.dayofweek_present,0.12992675270317405,0.17144953530083157,0.041522782597657515,0.21708997413436545,0.0360567192004494
age_of_driver__witness_present_ind__vehicle_category__claim_date.year__claim_date.day_present,0.12920544022906227,0.17128585240090236,0.04208041217184008,0.21408058472384264,0.03603439697267132
safty_rating__high_education_ind__accident_site__policy_report_filed_ind__claim_date.day_present,0.18380605292346697,0.14440927367610573,-0.039396779247361235,0.2276956096326339,0.035881894673160865
age_of_driver__witness_present_ind__policy_report_filed_ind__vehicle_color__claim_date.day_present,0.1420397510540052,0.17827817865140583,0.03623842759740062,0.24715742232593169,0.03582638541647377
marital_status__safty_rating__liab_prct__claim_date.year_present,0.18312471024571164,0.14424494752363604,-0.038879762722075606,0.23027254291905108,0.03581176732040671
age_of_driver__address_change_ind__witness_present_ind__claim_date.day__zipcode_type_present,0.12106481481481482,0.1699561403508772,0.048891325536062374,0.18241013389632757,0.035673092949608305
age_of_driver__witness_present_ind__claim_date.day__zipcode_type__state_present,0.13820631158787577,0.17429630371631774,0.03608999212844197,0.24703135050712685,0.03566143798112239
marital_status__safty_rating__high_education_ind__accident_site__claim_date.month_present,0.22156398104265404,0.1478536333074735,-0.07371034773518054,0.12088627145952552,0.03564227642276423
marital_status__safty_rating__accident_site__policy_report_filed_ind__claim_date.day_present,0.1837287056201242,0.1445515828995648,-0.0391771227205594,0.22719484107141755,0.03560336068053166
marital_status__safty_rating__claim_date.month__zipcode_type__state_present,0.1919106804297451,0.14615558741417037,-0.04575509301557473,0.19418359970615653,0.03553955466661729
marital_status__safty_rating__claim_date.year__claim_date.day__zipcode_type_present,0.18927875243664719,0.14584304584304583,-0.04343570659360135,0.20378632146230344,0.03540641146730376
age_of_driver__gender__address_change_ind__witness_present_ind__claim_date.day_present,0.11581469648562301,0.16940466161190676,0.05358996512628375,0.16513406300350014,0.035398114710076464
gender__safty_rating__high_education_ind__claim_date.month__state_present,0.19351255276605198,0.14645529298466553,-0.047057259781386446,0.18753819347988465,0.035300133958059386
age_of_driver__witness_present_ind__vehicle_color__claim_date.month__state_present,0.14242998106249377,0.178109702522907,0.03567972146041323,0.24672022211110498,0.035211635214302046
marital_status__safty_rating__accident_site__claim_date.month__state_present,0.18320972068802271,0.14464546000171483,-0.03856426068630789,0.22812511497552326,0.035189905612040155
age_of_driver__witness_present_ind__policy_report_filed_ind__claim_date.day__claim_date.dayofweek_present,0.14220462850182705,0.17758959253804615,0.0353849640362191,0.2477733207400411,0.03506980017408374
gender__marital_status__safty_rating__liab_prct_present,0.1822757779133618,0.14444250262146102,-0.03783327529190078,0.23157726046508761,0.03504530498607948
gender__marital_status__safty_rating__claim_date.month__state_present,0.19244135534317985,0.14646163033741416,-0.04597972500576569,0.19036608206628763,0.035011920415331715
safty_rating__high_education_ind__accident_site__vehicle_color__claim_date.month_present,0.17763239106283174,0.14233760985958177,-0.03529478120324997,0.24751930354155477,0.03494455864831996
age_of_driver__accident_site__witness_present_ind__policy_report_filed_ind__claim_date.day_present,0.1284142640364188,0.17056882463859208,0.04215456060217326,0.20711649412621688,0.03492361921341309
safty_rating__high_education_ind__vehicle_color__claim_date.year__claim_date.dayofweek_present,0.1999468226535496,0.1472013484092984,-0.05274547424425119,0.1652958466828404,0.034874431295565805
age_of_driver__witness_present_ind__claim_date.month__claim_date.dayofweek__zipcode_type_present,0.12951089943213043,0.17072003827445978,0.04120913884232935,0.21131210684544208,0.03483195980023583
age_of_driver__address_change_ind__accident_site__witness_present_ind__liab_prct_present,0.14236498125443306,0.17746894600910096,0.0351039647546679,0.24768301634041395,0.0347786235037749
marital_status__safty_rating__policy_report_filed_ind__claim_date.year__claim_date.day_present,0.1919758412424504,0.1465130200538761,-0.04546282118857431,0.19123131531998688,0.034775660376193736
safty_rating__high_education_ind__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.18370346178967994,0.14508251936679017,-0.03862094242288977,0.2244835330357859,0.034679062417047844
age_of_driver__witness_present_ind__claim_date.year__claim_date.month__state_present,0.116254036598493,0.16914029683562026,0.05288626023712727,0.1638342377045638,0.03465832052397971
age_of_driver__living_status__accident_site__witness_present_ind__claim_date.day_present,0.12753395000984058,0.1702918182521867,0.04275786824234612,0.20260828996672656,0.03465239426881741
age_of_driver__witness_present_ind__channel__claim_date.day__state_present,0.14042698938234957,0.1750892760523753,0.034662286670025716,0.2498346173552851,0.03463935650746029
age_of_driver__living_status__witness_present_ind__claim_date.month__claim_date.dayofweek_present,0.12652563059397884,0.17013145826964232,0.04360582767566348,0.19853246167996982,0.034628689248168115
age_of_driver__witness_present_ind__claim_date.month__claim_date.dayofweek__state_present,0.14257007937305335,0.17758170746862184,0.03501162809556849,0.24721061972578734,0.034620985116457094
safty_rating__high_education_ind__vehicle_category__vehicle_color__state_present,0.19637165972051973,0.1470440341929459,-0.04932762552757383,0.17526825255724088,0.03458226691606325
safty_rating__high_education_ind__policy_report_filed_ind__claim_date.month__claim_date.dayofweek_present,0.1837740187222861,0.14515993619343465,-0.03861408252885146,0.2238583594150292,0.03457634066090092
age_of_driver__witness_present_ind__liab_prct__vehicle_category__claim_date.year_present,0.14342781053832984,0.1790008014961261,0.03557299095779626,0.24293881758863148,0.03456824144551241
gender__safty_rating__high_education_ind__liab_prct_present,0.18224009900990099,0.1447642163661581,-0.03747588264374288,0.23016310782697802,0.034502262471371864
age_of_driver__accident_site__witness_present_ind__liab_prct__policy_report_filed_ind_present,0.14251012145748987,0.17733990147783252,0.03482978002034265,0.24762363341173277,0.03449870671827449
marital_status__safty_rating__vehicle_category__claim_date.month__state_present,0.1820272964269284,0.14469901559369283,-0.037328280833235555,0.23104542536313744,0.034498114092758235
marital_status__safty_rating__vehicle_color__claim_date.year__claim_date.day_present,0.172002845962291,0.13528715216104203,-0.03671569380124898,0.23447124840268907,0.03443509824619888
age_of_driver__address_change_ind__witness_present_ind__claim_date.year__claim_date.day_present,0.11722677957131517,0.16911609591449264,0.05188931634317748,0.16587699007969575,0.03442897444919778
age_of_driver__witness_present_ind__liab_prct__vehicle_category__age_group_present,0.13707250341997265,0.1726847521047708,0.03561224868479815,0.24119827644745695,0.03435845201276611
age_of_driver__witness_present_ind__liab_prct__vehicle_category_present,0.13707250341997265,0.1726847521047708,0.03561224868479815,0.24119827644745695,0.03435845201276611
safty_rating__high_education_ind__vehicle_color__claim_date.dayofweek__state_present,0.17663172939494998,0.14212827988338192,-0.03450344951156806,0.24888785179423545,0.03434995771370014
age_of_driver__witness_present_ind__claim_date.year__claim_date.day__claim_date.dayofweek_present,0.14188974711670724,0.17627792724295238,0.034388180126245144,0.24938607391768688,0.03430373292343401
marital_status__high_education_ind__liab_prct__vehicle_category__claim_date.month_present,0.1945754716981132,0.1470203488372093,-0.04755512286090391,0.18007914019914684,0.03425474254742547
age_of_driver__accident_site__witness_present_ind__liab_prct__claim_date.year_present,0.1427999599719804,0.17746971400024977,0.034669754028269384,0.24697035946441465,0.03424960645961811
age_of_driver__witness_present_ind__claim_date.day__claim_date.dayofweek__zipcode_type_present,0.14235537190082645,0.17668269230769232,0.03432732040686587,0.24858664987561038,0.03413325431659785
gender__marital_status__safty_rating__policy_report_filed_ind__claim_date.day_present,0.19157254561251086,0.14676022693341295,-0.04481231867909791,0.19036608206628763,0.034122982140983145
safty_rating__high_education_ind__liab_prct_present,0.19972936400541272,0.14750087382034255,-0.05222849018507017,0.16314787549925616,0.0340838688569118
age_of_driver__address_change_ind__policy_report_filed_ind__vehicle_category__claim_date.day_present,0.13315884181253068,0.17111129805670058,0.0379524562441699,0.2242878647579186,0.03404910149329281
safty_rating__high_education_ind__vehicle_color__claim_date.month__zipcode_type_present,0.18231870379109644,0.14506570471527958,-0.03725299907581686,0.22845266403689093,0.03404218752893679
age_of_driver__gender__witness_present_ind__policy_report_filed_ind__claim_date.day_present,0.11639344262295082,0.1688981868898187,0.05250474426686788,0.1619978887715984,0.03402263088690113
age_of_driver__witness_present_ind__claim_date.day__claim_date.dayofweek_present,0.1339568801521877,0.17131371878207322,0.03735683862988551,0.22764578279040193,0.03401650708990005
age_of_driver__witness_present_ind__age_group__claim_date.day__claim_date.dayofweek_present,0.1339568801521877,0.17131371878207322,0.03735683862988551,0.22764578279040193,0.03401650708990005
age_of_driver__witness_present_ind__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.1281446540880503,0.17007434944237917,0.04192969535432886,0.20277748763820208,0.034009593125543996
safty_rating__high_education_ind__accident_site__liab_prct_present,0.17688073394495413,0.1426972010178117,-0.034183532927142435,0.24791307850436137,0.033898179528492334
age_of_driver__living_status__witness_present_ind__vehicle_color__claim_date.dayofweek_present,0.10559006211180125,0.16832207654615283,0.06273201443435159,0.13508650480582252,0.03389699427745985
age_of_driver__witness_present_ind__liab_prct__claim_date.year__zipcode_type_present,0.14036321031048624,0.17432646592709986,0.03396325561661362,0.2493464914717485,0.03387447450784305
age_of_driver__gender__witness_present_ind__vehicle_color__claim_date.dayofweek_present,0.10646258503401361,0.16832669322709162,0.06186410819307801,0.13666314795266402,0.03381817508380094
marital_status__high_education_ind__liab_prct__claim_date.dayofweek__state_present,0.1957111165886123,0.14731406440507783,-0.04839705218353446,0.17459843756751914,0.03380019877647523
gender__marital_status__safty_rating__living_status__liab_prct_present,0.17393100599049782,0.13993748497234912,-0.033993521018148704,0.2485782420010988,0.03380019877647523
age_of_driver__address_change_ind__witness_present_ind__liab_prct__zipcode_type_present,0.1402345137984129,0.17411321544417704,0.03387870164576415,0.24905627781790338,0.03375081331678918
gender__safty_rating__high_education_ind__vehicle_color__claim_date.dayofweek_present,0.19830777366472765,0.1475594317062878,-0.05074834195843986,0.1659736528572575,0.033691550765165966
age_of_driver__witness_present_ind__vehicle_category__claim_date.day__state_present,0.14367981572127844,0.17820867959372114,0.034528863872442694,0.24379884993610762,0.033672389206807776
age_of_driver__address_change_ind__witness_present_ind__policy_report_filed_ind__claim_date.day_present,0.11771000535045478,0.1688402748562614,0.051130269505806625,0.1645503639091061,0.033654017815804606
gender__marital_status__safty_rating__liab_prct__vehicle_category_present,0.17155438132981066,0.13544018058690746,-0.036114200742903196,0.23289557753208512,0.03364335055651239
marital_status__safty_rating__living_status__liab_prct_present,0.18125,0.1450174825174825,-0.03623251748251749,0.23163756011136422,0.0335712477853708
safty_rating__high_education_ind__vehicle_color__claim_date.year__claim_date.day_present,0.1716972682489924,0.13621068032187272,-0.03548658792711967,0.2355463420807329,0.03343494391663735
age_of_driver__living_status__witness_present_ind__claim_date.day__claim_date.dayofweek_present,0.14267990074441686,0.17627281460134486,0.033592913856928,0.2486200344463581,0.033407485601051924
marital_status__safty_rating__claim_date.year__claim_date.month__state_present,0.19097449313276652,0.14702154626108999,-0.04395294687167653,0.18990385576976498,0.03338733633350001
marital_status__safty_rating__high_education_ind__vehicle_category__claim_date.month_present,0.21688159437280188,0.14850074477041642,-0.06838084960238547,0.12196208122673484,0.0333594829342371
marital_status__safty_rating__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.1825564398245899,0.14557122350755722,-0.03698521631703269,0.22506605613892133,0.033296467087677716
marital_status__high_education_ind__liab_prct__channel__claim_date.month_present,0.1969971524721719,0.14762679493527622,-0.04937035753689567,0.1685625466846923,0.03328797278861171
marital_status__high_education_ind__accident_site__liab_prct__claim_date.month_present,0.19516407599309155,0.14748691474869147,-0.04767716124440008,0.17447633201844548,0.033274144859899636
marital_status__safty_rating__high_education_ind__liab_prct__age_group_present,0.17179138321995466,0.1367741935483871,-0.035017189671567556,0.23735693649647208,0.033246291460636714
marital_status__safty_rating__high_education_ind__liab_prct__vehicle_category_present,0.1717969672205575,0.13682553313296122,-0.03497143408759629,0.23750650036113116,0.03322377169101985
age_of_driver__accident_site__witness_present_ind__claim_date.year__claim_date.day_present,0.12984790874524715,0.16993720565149137,0.040089296906244215,0.20683988616651539,0.03316826243433276
gender__marital_status__high_education_ind__liab_prct__claim_date.day_present,0.18073380643213047,0.14511734200580118,-0.03561646442632929,0.23257425103863802,0.03313389015439132
age_of_driver__channel__vehicle_color__claim_date.dayofweek__state_present,0.14037401102853034,0.17363843445848,0.033264423429949674,0.24867750677506778,0.03308845553148013
safty_rating__high_education_ind__living_status__vehicle_color__claim_date.dayofweek_present,0.1987476177511571,0.14783276331402248,-0.050914854437134616,0.16242590946410604,0.03307956614873666
marital_status__safty_rating__accident_site__claim_date.year__claim_date.day_present,0.1812820114853329,0.145366444579043,-0.035915566906289914,0.22983298763511556,0.033018328178725985
age_of_driver__witness_present_ind__channel__vehicle_color__claim_date.month_present,0.13205218617771508,0.17026281635301752,0.038210630175302435,0.21582808921483287,0.032987709193720634
safty_rating__high_education_ind__accident_site__vehicle_color__state_present,0.19606841970896094,0.14769580345096925,-0.04837261625799169,0.1702659746529128,0.032944842614713164
age_of_driver__witness_present_ind__vehicle_category__claim_date.dayofweek__state_present,0.111807077983088,0.16823124198014452,0.05642416399705652,0.14593017821977766,0.032935953231969683
age_of_driver__address_change_ind__witness_present_ind__liab_prct__channel_present,0.14160780356542213,0.17454024887126968,0.032932445305847546,0.24999363853547427,0.032931607311517314
age_of_driver__living_status__witness_present_ind__claim_date.year__claim_date.day_present,0.11767925561029009,0.1685487243831033,0.05086946877281322,0.16179998888827155,0.03292271792877382
marital_status__safty_rating__accident_site__liab_prct__claim_date.year_present,0.17164382318235455,0.13704711442073608,-0.03459670876161847,0.23745674451049759,0.03286088733324692
age_of_driver__gender__witness_present_ind__liab_prct__policy_report_filed_ind_present,0.1408417587585234,0.17379397514219508,0.032952216383671684,0.24926065028304048,0.032854763536245855
safty_rating__high_education_ind__policy_report_filed_ind__vehicle_color__claim_date.dayofweek_present,0.1974879743452699,0.14791695890026652,-0.04957101544500339,0.16468024766808032,0.03265346840256557
marital_status__safty_rating__high_education_ind__age_group__claim_date.day_present,0.18184744126166721,0.1457661632445274,-0.03608127801713981,0.22605639819496146,0.03262561500330267
gender__marital_status__safty_rating__vehicle_category__claim_date.day_present,0.1801103324884449,0.145222704330116,-0.03488762815832891,0.23378505904649025,0.032624824835947676
safty_rating__high_education_ind__liab_prct__claim_date.year_present,0.18099968953741075,0.1455269077695103,-0.035472781767900446,0.2298171997209721,0.03260902148884814
safty_rating__high_education_ind__address_change_ind__liab_prct_present,0.1807154920927376,0.1454687908069992,-0.0352467012857384,0.230922801266737,0.032557067985258446
safty_rating__high_education_ind__accident_site__claim_date.day__zipcode_type_present,0.1802439391657883,0.14534730169909324,-0.03489663746669505,0.2328373767678451,0.032500966103055105
