feature,fraud_rate_at_0,fraud_rate_at_1,difference,variance,info
gender__marital_status__high_education_ind__address_change_ind__living_status__vehicle_category__claim_date.month__state_present,0.19825327510917032,0.1395519348268839,-0.05870134028228641,0.21690826959522438,0.05093122457420474
gender__marital_status__high_education_ind__accident_site__vehicle_category__claim_date.month__state_present,0.21817705605028812,0.14208151177549005,-0.07609554427479806,0.16712927261391064,0.05087117185522653
gender__marital_status__high_education_ind__address_change_ind__policy_report_filed_ind__vehicle_category__vehicle_color__claim_date.year__state_present,0.19161676646706588,0.13772079261185333,-0.05389597385521255,0.235706276891926,0.05081447734750694
gender__marital_status__high_education_ind__living_status__vehicle_category__claim_date.year__claim_date.month__state_present,0.19765233902986362,0.1395101171458999,-0.05814222188396373,0.21826876493138508,0.05076252384391725
marital_status__high_education_ind__vehicle_color__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.21068385908358278,0.14153913743867613,-0.06914472164490665,0.18307298244964224,0.05063412164873357
gender__marital_status__high_education_ind__vehicle_color__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.1817427385892116,0.13110047846889952,-0.05064226012031209,0.24874962189257432,0.05038897222685211
gender__marital_status__high_education_ind__policy_report_filed_ind__vehicle_category__vehicle_color__claim_date.year__claim_date.month_present,0.18593272171253822,0.13516539440203562,-0.0507673273105026,0.2479130785043613,0.05034353760394095
gender__marital_status__high_education_ind__living_status__channel__vehicle_category__claim_date.month__state_present,0.18649155722326455,0.135632183908046,-0.05085937331521856,0.24689635535307516,0.05022797562827564
gender__marital_status__high_education_ind__address_change_ind__vehicle_category__vehicle_color__claim_date.year__claim_date.month_present,0.18547121998310606,0.1349737465252754,-0.05049747345783065,0.24844476236334112,0.05018333117271945
marital_status__high_education_ind__address_change_ind__living_status__channel__vehicle_category__claim_date.year__claim_date.dayofweek__state_present,0.18318750692213978,0.133095530041244,-0.05009197688089578,0.250011293837312,0.050094239803445906
gender__marital_status__high_education_ind__living_status__vehicle_category__vehicle_color__claim_date.year__claim_date.dayofweek_present,0.2095781071835804,0.14168196841718692,-0.06789613876639347,0.1842749751529406,0.05004623713663106
gender__marital_status__high_education_ind__address_change_ind__living_status__accident_site__vehicle_color__claim_date.year__state_present,0.19158393836123871,0.13820993689449826,-0.053374001466740456,0.2343741288096252,0.0500379403794038
gender__marital_status__high_education_ind__living_status__channel__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.1887457627118644,0.13703529411764706,-0.05171046859421735,0.24186335969282244,0.05002747066195036
gender__marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__vehicle_color__claim_date.year__claim_date.dayofweek_present,0.18338365201833837,0.13337749806779287,-0.0500061539505455,0.25000386132562913,0.050006926310720956
marital_status__high_education_ind__living_status__accident_site__vehicle_color__claim_date.dayofweek__state_present,0.19725646813682932,0.1398578547504289,-0.05739861338640043,0.21759208536276703,0.049957935934712414
gender__marital_status__high_education_ind__living_status__policy_report_filed_ind__vehicle_color__claim_date.dayofweek__state_present,0.1856601929888848,0.1353306837868134,-0.05032950920207141,0.24797374854158563,0.049921588236383506
marital_status__high_education_ind__living_status__accident_site__vehicle_category__claim_date.month__claim_date.dayofweek_present,0.19593345656192238,0.13959664702464936,-0.05633680953727302,0.22131969985986874,0.04987378311140742
marital_status__high_education_ind__living_status__policy_report_filed_ind__vehicle_color__claim_date.month__state_present,0.19158113937230403,0.13833466347432827,-0.053246475897975765,0.2340107505972554,0.04984099116617591
gender__marital_status__high_education_ind__accident_site__vehicle_category__vehicle_color__claim_date.year__claim_date.month_present,0.17853906108392242,0.12604076945162215,-0.05249829163230027,0.2372441802322351,0.04981965664759154
marital_status__high_education_ind__address_change_ind__accident_site__vehicle_category__claim_date.year__claim_date.month__state_present,0.18449448745015248,0.13457884737175427,-0.049915640078398216,0.24932040668926056,0.04977995073800399
gender__marital_status__high_education_ind__accident_site__vehicle_category__vehicle_color__claim_date.year__claim_date.dayofweek_present,0.19019019019019018,0.13791223766693922,-0.05227795252325096,0.2375809489416079,0.04968098227679315
gender__marital_status__high_education_ind__policy_report_filed_ind__vehicle_color__claim_date.month__state_present,0.19185520361990951,0.1386103781882146,-0.053244825431694925,0.23267681537863213,0.04955534566735191
marital_status__high_education_ind__living_status__channel__vehicle_category__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.18000195867202037,0.12967004750288869,-0.05033191116913169,0.24548733880277296,0.04942338771907081
marital_status__high_education_ind__living_status__accident_site__vehicle_category__vehicle_color__claim_date.month_present,0.1962696783025325,0.13993089832181638,-0.056338779980716125,0.21927040391132843,0.04941370816897236
gender__marital_status__high_education_ind__address_change_ind__living_status__vehicle_category__vehicle_color__claim_date.year__claim_date.dayofweek_present,0.18139146761239178,0.1318198026863188,-0.049571664926072984,0.2489503460068769,0.049363532541931335
marital_status__high_education_ind__living_status__vehicle_category__vehicle_color__claim_date.dayofweek__state_present,0.19558253245658405,0.13986245753583562,-0.05572007492074843,0.22094202455691986,0.04924362464581366
marital_status__high_education_ind__policy_report_filed_ind__vehicle_color__claim_date.year__claim_date.month__state_present,0.19097633136094674,0.13852313167259786,-0.052453199688348884,0.23452660950299709,0.04920668432196851
marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__vehicle_category__claim_date.year__claim_date.dayofweek__state_present,0.1813807531380753,0.13199052132701422,-0.049390231811061086,0.2490459346506905,0.049201745775999894
gender__marital_status__high_education_ind__address_change_ind__accident_site__vehicle_category__claim_date.month__state_present,0.18423217013276935,0.13489303403941405,-0.0493391360933553,0.24927582087893768,0.04919621460451506
gender__marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__vehicle_color__claim_date.year__state_present,0.1912952437930003,0.13867774438748454,-0.05261749940551577,0.23348644060472498,0.04914189059886044
marital_status__high_education_ind__living_status__accident_site__vehicle_category__vehicle_color__claim_date.year__state_present,0.2049597286986011,0.1416202379159765,-0.0633394907826246,0.19341962207776975,0.049004401479094524
marital_status__high_education_ind__address_change_ind__living_status__policy_report_filed_ind__vehicle_category__vehicle_color__claim_date.year__state_present,0.1910078904272741,0.13870424532482495,-0.05230364510244914,0.2339263014611922,0.04894079300701891
marital_status__high_education_ind__living_status__policy_report_filed_ind__vehicle_color__claim_date.month__claim_date.dayofweek_present,0.1813689412259489,0.13228884438685357,-0.04908009683909534,0.2492079158718694,0.0489245945762419
marital_status__high_education_ind__living_status__channel__policy_report_filed_ind__vehicle_category__vehicle_color__claim_date.year__state_present,0.18274168341147579,0.13393054633930546,-0.04881113707217033,0.2500084449136063,0.04881278589551273
gender__marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__claim_date.month__state_present,0.19800543970988213,0.1406487785342411,-0.05735666117564103,0.21252654468458126,0.04875925205721304
gender__marital_status__high_education_ind__address_change_ind__vehicle_color__claim_date.year__claim_date.dayofweek__state_present,0.1849499144881505,0.13592826574281638,-0.04902164874533413,0.2479687266576538,0.0486233432721571
gender__marital_status__high_education_ind__address_change_ind__living_status__accident_site__claim_date.year__claim_date.dayofweek__state_present,0.19167813981948906,0.1391433307162174,-0.05253480910327166,0.2312894883049058,0.04860299646276644
marital_status__high_education_ind__accident_site__vehicle_color__claim_date.month__state_present,0.20578638242331956,0.14190852794150563,-0.06387785448181393,0.19017596965263506,0.04859213166163554
marital_status__high_education_ind__address_change_ind__living_status__policy_report_filed_ind__vehicle_category__claim_date.year__claim_date.dayofweek__state_present,0.19005250875145857,0.13863962670495333,-0.05141288204650524,0.2358256446345785,0.04849790420455458
marital_status__high_education_ind__accident_site__vehicle_category__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.19561117778158751,0.14029752609517548,-0.05531365168641203,0.21905572223148204,0.048467087677710484
gender__marital_status__high_education_ind__living_status__accident_site__vehicle_color__claim_date.dayofweek__state_present,0.1783110290724504,0.12784368457780879,-0.0504673444946416,0.23962064250483042,0.04837207005327455
gender__marital_status__high_education_ind__accident_site__channel__vehicle_color__claim_date.year__claim_date.month_present,0.18014112903225807,0.13131188118811882,-0.04882924784413925,0.24740139884314563,0.04832169688439481
gender__marital_status__high_education_ind__living_status__channel__policy_report_filed_ind__claim_date.year__claim_date.month__state_present,0.18016562310644313,0.13139046678192146,-0.048775156324521673,0.24750262668913703,0.04828791722996956
gender__marital_status__high_education_ind__living_status__channel__policy_report_filed_ind__vehicle_category__claim_date.dayofweek__state_present,0.1824678950307091,0.13421779988944169,-0.04825009514126741,0.25000763931329517,0.04825156953164063
gender__marital_status__high_education_ind__address_change_ind__living_status__accident_site__claim_date.month__state_present,0.19703200429107814,0.14072700894656243,-0.05630499534451572,0.21418582205184242,0.048238926853961035
marital_status__high_education_ind__living_status__accident_site__vehicle_color__claim_date.year__claim_date.dayofweek__state_present,0.1780583767956812,0.1275632866638382,-0.050495090131843,0.23852855714206345,0.04817808396762783
gender__marital_status__high_education_ind__living_status__accident_site__channel__policy_report_filed_ind__vehicle_category__claim_date.year__state_present,0.18679145794885316,0.13741117726137891,-0.04938028068747424,0.24384257150088584,0.048164058497077
marital_status__high_education_ind__accident_site__claim_date.year__claim_date.month__claim_date.dayofweek__state_present,0.1803061224489796,0.13182926829268293,-0.048476854156296656,0.24803847127309542,0.0480964991882265
marital_status__high_education_ind__living_status__accident_site__channel__policy_report_filed_ind__vehicle_category__claim_date.year__claim_date.month_present,0.18323699421965317,0.1350802139037433,-0.048156780315909864,0.2496357822348155,0.0480866220962893
marital_status__high_education_ind__address_change_ind__living_status__vehicle_color__claim_date.month__state_present,0.19002794528607148,0.13891616819926791,-0.05111177708680356,0.23506120401750716,0.048057583445993916
gender__marital_status__high_education_ind__living_status__accident_site__channel__policy_report_filed_ind__claim_date.year__claim_date.month_present,0.19437939110070257,0.14024288803859591,-0.054136503062106656,0.22182564463457846,0.04803545876005456
marital_status__high_education_ind__address_change_ind__living_status__vehicle_category__claim_date.year__claim_date.month__state_present,0.19511361694857338,0.14044620070799374,-0.054667416240579636,0.219445496972054,0.04798607330036854
gender__marital_status__high_education_ind__accident_site__vehicle_category__claim_date.month__claim_date.dayofweek_present,0.19498036537476524,0.14049246479453184,-0.054487900580233395,0.2195231556074103,0.047845423511182705
gender__marital_status__high_education_ind__living_status__vehicle_color__claim_date.dayofweek__state_present,0.22092684348586417,0.1434552817626467,-0.07747156172321745,0.15428708693692858,0.04781144631491872
gender__marital_status__high_education_ind__living_status__policy_report_filed_ind__vehicle_category__vehicle_color__claim_date.dayofweek_present,0.2080148251100301,0.14251260688445516,-0.06550221822557495,0.1823234346352575,0.04777035761245994
gender__marital_status__high_education_ind__address_change_ind__policy_report_filed_ind__vehicle_color__claim_date.dayofweek__state_present,0.18512479618713157,0.13683055749476414,-0.04829423869236743,0.24675837237871243,0.047668030939990495
gender__marital_status__high_education_ind__address_change_ind__living_status__vehicle_color__claim_date.dayofweek__state_present,0.18447790427224875,0.1364052487030821,-0.04807265556916665,0.2478824101338963,0.04766546289608681
gender__marital_status__high_education_ind__vehicle_color__claim_date.year__claim_date.dayofweek__state_present,0.2224887556221889,0.1436072280941016,-0.0788815275280873,0.15095830941225127,0.04763128815798408
marital_status__high_education_ind__living_status__channel__vehicle_category__vehicle_color__claim_date.year__claim_date.dayofweek_present,0.1910974673829624,0.13957335655202438,-0.051524110830938025,0.23095349432993192,0.04759869375459132
gender__marital_status__high_education_ind__policy_report_filed_ind__vehicle_color__claim_date.month__claim_date.dayofweek_present,0.18083870286257525,0.13313020039845305,-0.0477085024641222,0.24934073806569498,0.047582692865653024
gender__marital_status__high_education_ind__policy_report_filed_ind__vehicle_color__claim_date.year__claim_date.dayofweek__state_present,0.1845340545856897,0.13652949523616462,-0.04800455934952508,0.24769908204776805,0.04756274113993985
gender__marital_status__high_education_ind__channel__policy_report_filed_ind__vehicle_category__claim_date.month__state_present,0.18505516549648948,0.13687150837988826,-0.04818365711660122,0.24677736417455287,0.047562543598101144
marital_status__high_education_ind__accident_site__vehicle_category__claim_date.year__claim_date.month__state_present,0.21391349661281917,0.1431295014828414,-0.07078399512997777,0.16776782660765105,0.04750110808625171
marital_status__high_education_ind__accident_site__policy_report_filed_ind__vehicle_color__claim_date.dayofweek__state_present,0.1954965962646186,0.14081981908564908,-0.054676777178969516,0.21698908890000063,0.047457056256211765
gender__marital_status__high_education_ind__accident_site__vehicle_color__claim_date.month__state_present,0.18016069221260816,0.13253738543174143,-0.047623306780866737,0.24846669259403306,0.047331222104931785
marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__vehicle_category__vehicle_color__state_present,0.20405085110967464,0.14230107043940415,-0.06174978067027048,0.19136593699649987,0.04726721854917867
gender__marital_status__high_education_ind__vehicle_category__claim_date.month__claim_date.dayofweek__state_present,0.17875422501207147,0.13041203400915632,-0.04834219100291515,0.24434683099678378,0.047249044700014196
gender__marital_status__high_education_ind__policy_report_filed_ind__vehicle_category__vehicle_color__claim_date.month_present,0.21876782658300056,0.1435766524078929,-0.07519117417510765,0.15684810884555317,0.04717437388496892
marital_status__high_education_ind__living_status__channel__vehicle_category__vehicle_color__claim_date.year__claim_date.month_present,0.1785885741718675,0.13025708635464733,-0.04833148781722016,0.2438338395342951,0.047139408979511195
gender__marital_status__high_education_ind__accident_site__vehicle_category__vehicle_color__claim_date.month_present,0.19458254757414709,0.14079066326949946,-0.053791884304647625,0.21905572223148204,0.04713368026618763
marital_status__high_education_ind__living_status__channel__policy_report_filed_ind__vehicle_color__claim_date.year__claim_date.month_present,0.18726027397260275,0.13841121495327102,-0.04884905901933173,0.24109364100474717,0.047108789994505886
marital_status__high_education_ind__accident_site__policy_report_filed_ind__vehicle_category__claim_date.year__claim_date.month__state_present,0.18324669187145556,0.13601090604026847,-0.047235785831187094,0.24912712434641432,0.047070861961466974
gender__marital_status__high_education_ind__living_status__channel__policy_report_filed_ind__vehicle_category__claim_date.year__claim_date.month_present,0.19130978430759613,0.13997586622996036,-0.051333918077635765,0.22911642004802737,0.04704577414794649
marital_status__high_education_ind__accident_site__policy_report_filed_ind__vehicle_category__vehicle_color__claim_date.year__claim_date.dayofweek_present,0.18868739205526772,0.13906985161056823,-0.04961754044469949,0.23701716762042335,0.047040835601977894
marital_status__high_education_ind__living_status__accident_site__claim_date.month__claim_date.dayofweek__state_present,0.1796376884930675,0.13215913289814016,-0.047478555594927335,0.24761819792457607,0.04702621750591082
gender__marital_status__high_education_ind__living_status__vehicle_category__vehicle_color__claim_date.dayofweek__state_present,0.17653167185877466,0.12538795779019243,-0.05114371406858223,0.22984876937607648,0.04702127895994222
gender__marital_status__high_education_ind__accident_site__channel__policy_report_filed_ind__claim_date.year__claim_date.dayofweek__state_present,0.18293395675043833,0.1358390682901006,-0.04709488846033774,0.2494026674321413,0.046982363217709606
marital_status__high_education_ind__vehicle_category__claim_date.month__claim_date.dayofweek__state_present,0.20151546180626664,0.14210566440497066,-0.05940979740129598,0.19769712823551924,0.04698058534116092
gender__marital_status__high_education_ind__accident_site__channel__vehicle_category__vehicle_color__state_present,0.18916140402408577,0.13939773031900635,-0.04976367370507942,0.23519676710434537,0.0468170206986808
marital_status__high_education_ind__accident_site__policy_report_filed_ind__vehicle_category__vehicle_color__claim_date.year__state_present,0.2035760448082723,0.14246144632430005,-0.06111459848397224,0.19139284281225502,0.04678758696470792
gender__marital_status__high_education_ind__channel__vehicle_category__claim_date.year__claim_date.dayofweek__state_present,0.20497446147013101,0.1426242868785656,-0.062350174591565416,0.18759372742930164,0.04678600662999796
gender__marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__vehicle_category__vehicle_color__state_present,0.18049090139652985,0.13359850257370146,-0.04689239882282839,0.2493832867258057,0.046776722163576985
marital_status__high_education_ind__policy_report_filed_ind__claim_date.year__claim_date.month__claim_date.dayofweek__state_present,0.1894580549368968,0.13954727030625833,-0.04991078463063847,0.23417898216567584,0.0467522269755727
gender__marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__claim_date.year__claim_date.dayofweek__state_present,0.19043971196568102,0.13989366338359627,-0.05054604858208475,0.23113713416177445,0.04673227524985957
marital_status__high_education_ind__vehicle_category__vehicle_color__claim_date.month__state_present,0.20169807413543175,0.14228228684230507,-0.05941578729312669,0.1963157181571816,0.046657011809298043
gender__marital_status__high_education_ind__living_status__accident_site__vehicle_category__vehicle_color__claim_date.dayofweek_present,0.1881781838949172,0.1391415060021826,-0.04903667789273458,0.23771686081325508,0.04662738053348643
marital_status__high_education_ind__living_status__accident_site__vehicle_color__claim_date.month__state_present,0.17937853107344634,0.13229475766567755,-0.047083773407768786,0.24744663592421803,0.04660288534548217
